Invoice no,Date of issue,Invoice Summary,Combined
29870205,3/15/2013,"Seller:
Banks, Wright and Mills
13451 Taylor Mountain
Lake Lauren, FL 85948
Tax Id: 975-87-5254
IBAN: GB27CNMR41415802215005
Client:
White LLC
USCGC Duran
FPO AP 85163
Tax Id: 997-85-8631
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Durango Lil' Little Kid Western
Casual Western Purple Boys -
Size 2 M
1.
3,00
each
68,00
 204,00
 10%
 224,40
 
NWT adidas Pulseboost HD (Big
Kid) Casual Running Shoes Boys
BLACK SIZE 4
2.
5,00
each
84,99
 424,95
 10%
 467,45
 
RICOSTA BGE boys everyday
casual sandals NEW Size 33/ US
2
3.
5,00
each
45,00
 225,00
 10%
 247,50
 
Timberland Kid's Brown Field
Scuff-Proof Boots Size 7
4.
4,00
each
39,99
 159,96
 10%
 175,96
 
5 YOUTH Boys Big Kids Nike
Jordan 6-17-23 Basketball White
red Black 428818 100
5.
1,00
each
89,99
 89,99
 10%
 98,99
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 1 103,90
 110,39
 1 214,29
 
 Total
 $ 1 103,90
 $ 110,39
 $ 1 214,29","29870205 03/15/2013 Seller:
Banks, Wright and Mills
13451 Taylor Mountain
Lake Lauren, FL 85948
Tax Id: 975-87-5254
IBAN: GB27CNMR41415802215005
Client:
White LLC
USCGC Duran
FPO AP 85163
Tax Id: 997-85-8631
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Durango Lil' Little Kid Western
Casual Western Purple Boys -
Size 2 M
1.
3,00
each
68,00
 204,00
 10%
 224,40
 
NWT adidas Pulseboost HD (Big
Kid) Casual Running Shoes Boys
BLACK SIZE 4
2.
5,00
each
84,99
 424,95
 10%
 467,45
 
RICOSTA BGE boys everyday
casual sandals NEW Size 33/ US
2
3.
5,00
each
45,00
 225,00
 10%
 247,50
 
Timberland Kid's Brown Field
Scuff-Proof Boots Size 7
4.
4,00
each
39,99
 159,96
 10%
 175,96
 
5 YOUTH Boys Big Kids Nike
Jordan 6-17-23 Basketball White
red Black 428818 100
5.
1,00
each
89,99
 89,99
 10%
 98,99
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 1 103,90
 110,39
 1 214,29
 
 Total
 $ 1 103,90
 $ 110,39
 $ 1 214,29"
10372826,5/15/2019,"Seller:
Graham, Briggs and Anderson
2056 Martin Extensions
Port Christopherton, VA 87978
Tax Id: 975-98-4861
IBAN: GB56SDLA43798626107179
Client:
Moore Group
89000 Christopher Brook
Port Richardmouth, CA 87376
Tax Id: 978-80-2701
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
NEW TOMMY HILFIGER RED
WHITE BLUE #5 COLOR BLOCK
BEACH SANDALS BOYS KIDS 8/9
1.
5,00
each
34,50
 172,50
 10%
 189,75
 
10'' Cuphead Game Soft Plush
Doll Cuphead Mugman Mecup
Brocup kids Gift US Stock
2.
1,00
each
26,99
 26,99
 10%
 29,69
 
2 Pair-Wonder Nation Childrens
Tucker Boots NEW Size 10 Black
Easy on/off
3.
4,00
each
12,99
 51,96
 10%
 57,16
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 251,45
 25,15
 276,60
 
 Total
 $ 251,45
 $ 25,15
 $ 276,60","10372826 05/15/2019 Seller:
Graham, Briggs and Anderson
2056 Martin Extensions
Port Christopherton, VA 87978
Tax Id: 975-98-4861
IBAN: GB56SDLA43798626107179
Client:
Moore Group
89000 Christopher Brook
Port Richardmouth, CA 87376
Tax Id: 978-80-2701
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
NEW TOMMY HILFIGER RED
WHITE BLUE #5 COLOR BLOCK
BEACH SANDALS BOYS KIDS 8/9
1.
5,00
each
34,50
 172,50
 10%
 189,75
 
10'' Cuphead Game Soft Plush
Doll Cuphead Mugman Mecup
Brocup kids Gift US Stock
2.
1,00
each
26,99
 26,99
 10%
 29,69
 
2 Pair-Wonder Nation Childrens
Tucker Boots NEW Size 10 Black
Easy on/off
3.
4,00
each
12,99
 51,96
 10%
 57,16
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 251,45
 25,15
 276,60
 
 Total
 $ 251,45
 $ 25,15
 $ 276,60"
86883880,6/16/2018,"Seller:
Rhodes, Young and Yoder
41630 Sanchez Avenue
Lake Nathan, MO 18866
Tax Id: 995-92-6109
IBAN: GB63WGSI95835863625969
Client:
Davis PLC
7257 Chelsea Circle
North Victoria, MI 38860
Tax Id: 988-72-4811
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Unicorn Series Small Large Long
Floor Carpet Area Rugs Various
Size Soft Rug
1.
3,00
each
46,50
 139,50
 10%
 153,45
 
2Pack Soft Fluffy Faux Fur Plain
Chair Cover Washable Shaggy
Area Rugs Carpet
2.
2,00
each
13,59
 27,18
 10%
 29,90
 
3D Starry sky Carpet Child Play
Area Rug Kids Room Carpets
Mat for Living Room
3.
2,00
each
11,69
 23,38
 10%
 25,72
 
3pcs Faux Fur Seat Pads 30cm
Round Cushions Fleece Floor
Carpets Decorative
4.
1,00
each
14,66
 14,66
 10%
 16,13
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 204,72
 20,47
 225,19
 
 Total
 $ 204,72
 $ 20,47
 $ 225,19","86883880 06/16/2018 Seller:
Rhodes, Young and Yoder
41630 Sanchez Avenue
Lake Nathan, MO 18866
Tax Id: 995-92-6109
IBAN: GB63WGSI95835863625969
Client:
Davis PLC
7257 Chelsea Circle
North Victoria, MI 38860
Tax Id: 988-72-4811
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Unicorn Series Small Large Long
Floor Carpet Area Rugs Various
Size Soft Rug
1.
3,00
each
46,50
 139,50
 10%
 153,45
 
2Pack Soft Fluffy Faux Fur Plain
Chair Cover Washable Shaggy
Area Rugs Carpet
2.
2,00
each
13,59
 27,18
 10%
 29,90
 
3D Starry sky Carpet Child Play
Area Rug Kids Room Carpets
Mat for Living Room
3.
2,00
each
11,69
 23,38
 10%
 25,72
 
3pcs Faux Fur Seat Pads 30cm
Round Cushions Fleece Floor
Carpets Decorative
4.
1,00
each
14,66
 14,66
 10%
 16,13
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 204,72
 20,47
 225,19
 
 Total
 $ 204,72
 $ 20,47
 $ 225,19"
93281048,11/27/2017,"Seller:
Reilly, Hicks and Hughes
0413 Joe Ford
Goodwinchester, AZ 52058
Tax Id: 955-92-1246
IBAN: GB81DFMJ63938748923911
Client:
Benson, Medina and Hamilton
46561 Charles Groves
Blackmouth, ME 72341
Tax Id: 912-87-0223
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Vintage Art from India Marble
Dinning Table Top Round
Hallway Table 50 Inches
1.
3,00
each
3 000,00
9 000,00
10%
 9 900,00
12'' Marble Side Coffee Table
Top Multi Stone Floral Inlay
Occasional Decor W260
2.
1,00
each
259,77
 259,77
 10%
 285,75
 
7'x4' Buy Marble Dining Table
With Black Top Marquetry Inlay
Hallway Decor E944
3.
2,00
each
14 721,08
29 442,16
10%
 32 386,38
Real Madrid Inflatable Chair
(SG16136)
4.
2,00
each
43,95
 87,90
 10%
 96,69
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 38 789,83
 3 878,98
 42 668,81
 
 Total
 $ 38 789,83
 $ 3 878,98
 $ 42 668,81","93281048 11/27/2017 Seller:
Reilly, Hicks and Hughes
0413 Joe Ford
Goodwinchester, AZ 52058
Tax Id: 955-92-1246
IBAN: GB81DFMJ63938748923911
Client:
Benson, Medina and Hamilton
46561 Charles Groves
Blackmouth, ME 72341
Tax Id: 912-87-0223
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Vintage Art from India Marble
Dinning Table Top Round
Hallway Table 50 Inches
1.
3,00
each
3 000,00
9 000,00
10%
 9 900,00
12'' Marble Side Coffee Table
Top Multi Stone Floral Inlay
Occasional Decor W260
2.
1,00
each
259,77
 259,77
 10%
 285,75
 
7'x4' Buy Marble Dining Table
With Black Top Marquetry Inlay
Hallway Decor E944
3.
2,00
each
14 721,08
29 442,16
10%
 32 386,38
Real Madrid Inflatable Chair
(SG16136)
4.
2,00
each
43,95
 87,90
 10%
 96,69
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 38 789,83
 3 878,98
 42 668,81
 
 Total
 $ 38 789,83
 $ 3 878,98
 $ 42 668,81"
89174655,1/19/2016,"Seller:
Hayden-Young
5394 David Motorway Apt. 573
South Amandaville, NV 46198
Tax Id: 911-87-3432
IBAN: GB89JRLS95828897014080
Client:
Guerrero Group
53693 Donna Neck
Brownburgh, OH 92017
Tax Id: 970-77-2494
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
The Great One: The Complete
Wayne Gretzky Collection
1.
2,00
each
 4,89
 9,78
 10%
 10,76
 
Care & Repair of Furniture
2.
1,00
each
 4,25
 4,25
 10%
 4,68
 
The Puzzle Palace
3.
4,00
each
 4,49
 17,96
 10%
 19,76
 
Pictures From a Distant
Country: Seeing America
Through Old Paper Money
4.
5,00
each
13,84
 69,20
 10%
 76,12
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 101,19
 10,12
 111,31
 
 Total
 $ 101,19
 $ 10,12
 $ 111,31","89174655 01/19/2016 Seller:
Hayden-Young
5394 David Motorway Apt. 573
South Amandaville, NV 46198
Tax Id: 911-87-3432
IBAN: GB89JRLS95828897014080
Client:
Guerrero Group
53693 Donna Neck
Brownburgh, OH 92017
Tax Id: 970-77-2494
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
The Great One: The Complete
Wayne Gretzky Collection
1.
2,00
each
 4,89
 9,78
 10%
 10,76
 
Care & Repair of Furniture
2.
1,00
each
 4,25
 4,25
 10%
 4,68
 
The Puzzle Palace
3.
4,00
each
 4,49
 17,96
 10%
 19,76
 
Pictures From a Distant
Country: Seeing America
Through Old Paper Money
4.
5,00
each
13,84
 69,20
 10%
 76,12
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 101,19
 10,12
 111,31
 
 Total
 $ 101,19
 $ 10,12
 $ 111,31"
58097062,4/5/2013,"Seller:
Wright-Alvarez
8309 Bernard Village Apt. 284
Robinsonshire, VT 35375
Tax Id: 922-84-4511
IBAN: GB79CMCC33561352409593
Client:
Harper-Flynn
753 Acevedo Crossroad Suite 727
West Marcus, NY 87119
Tax Id: 964-84-7884
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
YILONG 4'x6' Yellow Handmade
Carpet Dining Room Hand
Knotted Silk Rugs 083B
1.
1,00
each
3 600,00
3 600,00
10%
 3 960,00
Cartoon Rabbit Printed Round
Carpet Area Rug Children Play
Tent Floor Mat Rug
2.
3,00
each
177,08
 531,24
 10%
 584,36
 
Beige Color Hand Knotted 2'x4'
Afghan Kilim Rug Carpet
Traditional Ghazni Floral
3.
4,00
each
170,00
 680,00
 10%
 748,00
 
Chef Pattern Kitchen Floor Rugs
Carpet Blanket Area Mats Home
Supply 40x60cm
4.
2,00
each
15,96
 31,92
 10%
 35,11
 
YILONG 6'x9' Handmade Silk
Area Rug Chinese Art Deco
Classic Indoor Carpet
5.
2,00
each
12 000,00
24 000,00
10%
 26 400,00
Home Christmas Santa Claus
Anti-slip Room Floor Mat Decor
Carpet Rug Xmas Decor
6.
2,00
each
13,09
 26,18
 10%
 28,80
 
New Design Rectangular Hand
Woven Chindi Rag Rug Floor
Handmade Carpet Aztec Mat
7.
2,00
each
29,99
 59,98
 10%
 65,98
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 28 929,32
 2 892,93
 31 822,25
 
 Total
 $ 28 929,32
 $ 2 892,93
 $ 31 822,25","58097062 04/05/2013 Seller:
Wright-Alvarez
8309 Bernard Village Apt. 284
Robinsonshire, VT 35375
Tax Id: 922-84-4511
IBAN: GB79CMCC33561352409593
Client:
Harper-Flynn
753 Acevedo Crossroad Suite 727
West Marcus, NY 87119
Tax Id: 964-84-7884
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
YILONG 4'x6' Yellow Handmade
Carpet Dining Room Hand
Knotted Silk Rugs 083B
1.
1,00
each
3 600,00
3 600,00
10%
 3 960,00
Cartoon Rabbit Printed Round
Carpet Area Rug Children Play
Tent Floor Mat Rug
2.
3,00
each
177,08
 531,24
 10%
 584,36
 
Beige Color Hand Knotted 2'x4'
Afghan Kilim Rug Carpet
Traditional Ghazni Floral
3.
4,00
each
170,00
 680,00
 10%
 748,00
 
Chef Pattern Kitchen Floor Rugs
Carpet Blanket Area Mats Home
Supply 40x60cm
4.
2,00
each
15,96
 31,92
 10%
 35,11
 
YILONG 6'x9' Handmade Silk
Area Rug Chinese Art Deco
Classic Indoor Carpet
5.
2,00
each
12 000,00
24 000,00
10%
 26 400,00
Home Christmas Santa Claus
Anti-slip Room Floor Mat Decor
Carpet Rug Xmas Decor
6.
2,00
each
13,09
 26,18
 10%
 28,80
 
New Design Rectangular Hand
Woven Chindi Rag Rug Floor
Handmade Carpet Aztec Mat
7.
2,00
each
29,99
 59,98
 10%
 65,98
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 28 929,32
 2 892,93
 31 822,25
 
 Total
 $ 28 929,32
 $ 2 892,93
 $ 31 822,25"
65524700,2/23/2020,"Seller:
Kirk-Green
7858 Christopher Pass
Wellsside, KY 32616
Tax Id: 955-86-8810
IBAN: GB66DSVO30328253726805
Client:
Hall-Cole
18526 Smith Loop
Lake Jeremiah, VT 31868
Tax Id: 952-84-7160
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Dell Desktop Computer 3020
Micro Tiny PC Intel i3 4GB
120GB SSD Windows 10 WiFi
1.
2,00
each
134,95
 269,90
 10%
 296,89
 
HP Elite 8100 Desktop
Computer Package - Intel Core
i5 3.2-GHz, 8GB RAM, 500GB H
2.
4,00
each
209,00
 836,00
 10%
 919,60
 
Dell Desktop Computer Optiplex
790 Tower PC Core i5 8GB
500GB Windows 10 Pro
3.
5,00
each
149,95
 749,75
 10%
 824,73
 
10-Core Gaming Computer
Desktop PC Tower HDMI 8GB
DDR4 R7 Graphic CUSTOM
BUILT
4.
5,00
each
348,88
 1 744,40
10%
 1 918,84
Gaming PC Desktop Computer
HDMI RGB Intel i7 RTX 2060,
HDD+SSD, Windows 10, Wifi
5.
5,00
each
903,80
 4 519,00
10%
 4 970,90
Computer Desktop Gaming i5
Ram 16 G
6.
4,00
each
315,00
 1 260,00
10%
 1 386,00
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 9 379,05
 937,90
 10 316,95
 
 Total
 $ 9 379,05
 $ 937,90
 $ 10 316,95","65524700 02/23/2020 Seller:
Kirk-Green
7858 Christopher Pass
Wellsside, KY 32616
Tax Id: 955-86-8810
IBAN: GB66DSVO30328253726805
Client:
Hall-Cole
18526 Smith Loop
Lake Jeremiah, VT 31868
Tax Id: 952-84-7160
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Dell Desktop Computer 3020
Micro Tiny PC Intel i3 4GB
120GB SSD Windows 10 WiFi
1.
2,00
each
134,95
 269,90
 10%
 296,89
 
HP Elite 8100 Desktop
Computer Package - Intel Core
i5 3.2-GHz, 8GB RAM, 500GB H
2.
4,00
each
209,00
 836,00
 10%
 919,60
 
Dell Desktop Computer Optiplex
790 Tower PC Core i5 8GB
500GB Windows 10 Pro
3.
5,00
each
149,95
 749,75
 10%
 824,73
 
10-Core Gaming Computer
Desktop PC Tower HDMI 8GB
DDR4 R7 Graphic CUSTOM
BUILT
4.
5,00
each
348,88
 1 744,40
10%
 1 918,84
Gaming PC Desktop Computer
HDMI RGB Intel i7 RTX 2060,
HDD+SSD, Windows 10, Wifi
5.
5,00
each
903,80
 4 519,00
10%
 4 970,90
Computer Desktop Gaming i5
Ram 16 G
6.
4,00
each
315,00
 1 260,00
10%
 1 386,00
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 9 379,05
 937,90
 10 316,95
 
 Total
 $ 9 379,05
 $ 937,90
 $ 10 316,95"
18884359,9/4/2015,"Seller:
Tran PLC
601 Sherry Place Suite 360
New Jeremychester, NE 71777
Tax Id: 978-83-0191
IBAN: GB93EQFF54734324377583
Client:
Fields, Bennett and Dodson
4786 Atkins Way Apt. 692
New Morganhaven, KY 91602
Tax Id: 930-71-5450
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
18'' White Marble Corner Coffee
Table Top Lapis Floral Inlay
Kitchen Decors W282
1.
2,00
each
398,64
 797,28
 10%
 877,01
 
6'x3' Oval Marble White Top
Dining Table Marquetry
Collectible Inlay Decor E349
2.
1,00
each
7 193,76
7 193,76
10%
 7 913,14
Used t shirt Blue
3.
5,00
each
60,00
 300,00
 10%
 330,00
 
27""x27"" Black Marble Top
Coffee Table Floral Inlay Art
Black Friday Gift Décor
4.
2,00
each
1 588,00
3 176,00
10%
 3 493,60
6 Pack Metal Plated Table Locks
Dining Training Table Buckles
Connectors Hardwar
5.
1,00
each
12,73
 12,73
 10%
 14,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 11 479,77
 1 147,98
 12 627,75
 
 Total
 $ 11 479,77
 $ 1 147,98
 $ 12 627,75","18884359 09/04/2015 Seller:
Tran PLC
601 Sherry Place Suite 360
New Jeremychester, NE 71777
Tax Id: 978-83-0191
IBAN: GB93EQFF54734324377583
Client:
Fields, Bennett and Dodson
4786 Atkins Way Apt. 692
New Morganhaven, KY 91602
Tax Id: 930-71-5450
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
18'' White Marble Corner Coffee
Table Top Lapis Floral Inlay
Kitchen Decors W282
1.
2,00
each
398,64
 797,28
 10%
 877,01
 
6'x3' Oval Marble White Top
Dining Table Marquetry
Collectible Inlay Decor E349
2.
1,00
each
7 193,76
7 193,76
10%
 7 913,14
Used t shirt Blue
3.
5,00
each
60,00
 300,00
 10%
 330,00
 
27""x27"" Black Marble Top
Coffee Table Floral Inlay Art
Black Friday Gift Décor
4.
2,00
each
1 588,00
3 176,00
10%
 3 493,60
6 Pack Metal Plated Table Locks
Dining Training Table Buckles
Connectors Hardwar
5.
1,00
each
12,73
 12,73
 10%
 14,00
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 11 479,77
 1 147,98
 12 627,75
 
 Total
 $ 11 479,77
 $ 1 147,98
 $ 12 627,75"
60050779,8/10/2020,"Seller:
Garcia-Olson
0917 Whitehead Fords Apt. 953
North Lauriemouth, HI 69746
Tax Id: 995-76-9384
IBAN: GB46UUZU91627212711325
Client:
Phillips-Bradford
8510 Romero Isle Apt. 679
Candiceborough, NH 46744
Tax Id: 941-83-5191
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Joma Boys Youth Gol-102
Soccer Cleats Shoes Size 4
White Red Futbol NEW
1.
3,00
each
19,99
 59,97
 10%
 65,97
 
Egyptian Comfort 1800 Count 4
Piece Bed Sheet Set Deep
Pocket Bed Sheets
2.
5,00
each
22,99
 114,95
 10%
 126,44
 
Joma Boys Youth Super Copa
102 Soccer Cleats 2.5 White
Yellow Blue Futbol NEW
3.
5,00
each
19,99
 99,95
 10%
 109,94
 
Boys Kids Printed Cotton
Slippers Zip Fastening
350172494
4.
5,00
each
19,68
 98,40
 10%
 108,24
 
timberland boots 5.5y
5.
4,00
each
22,00
 88,00
 10%
 96,80
 
Youth Kids Boys New Balance
Arishi v2 Grey/Red Athletic
Running Shoes Size 6.5 M
6.
2,00
each
26,99
 53,98
 10%
 59,38
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 515,25
 51,53
 566,78
 
 Total
 $ 515,25
 $ 51,53
 $ 566,78","60050779 08/10/2020 Seller:
Garcia-Olson
0917 Whitehead Fords Apt. 953
North Lauriemouth, HI 69746
Tax Id: 995-76-9384
IBAN: GB46UUZU91627212711325
Client:
Phillips-Bradford
8510 Romero Isle Apt. 679
Candiceborough, NH 46744
Tax Id: 941-83-5191
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Joma Boys Youth Gol-102
Soccer Cleats Shoes Size 4
White Red Futbol NEW
1.
3,00
each
19,99
 59,97
 10%
 65,97
 
Egyptian Comfort 1800 Count 4
Piece Bed Sheet Set Deep
Pocket Bed Sheets
2.
5,00
each
22,99
 114,95
 10%
 126,44
 
Joma Boys Youth Super Copa
102 Soccer Cleats 2.5 White
Yellow Blue Futbol NEW
3.
5,00
each
19,99
 99,95
 10%
 109,94
 
Boys Kids Printed Cotton
Slippers Zip Fastening
350172494
4.
5,00
each
19,68
 98,40
 10%
 108,24
 
timberland boots 5.5y
5.
4,00
each
22,00
 88,00
 10%
 96,80
 
Youth Kids Boys New Balance
Arishi v2 Grey/Red Athletic
Running Shoes Size 6.5 M
6.
2,00
each
26,99
 53,98
 10%
 59,38
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 515,25
 51,53
 566,78
 
 Total
 $ 515,25
 $ 51,53
 $ 566,78"
38631441,2/8/2016,"Seller:
Pacheco-Booker
62828 Pope Shore Suite 851
Port Tinatown, VA 96262
Tax Id: 936-88-2041
IBAN: GB91LPFH85182474328082
Client:
Brooks, Thomas and Ho
5542 Burton Walk
East Markchester, MA 32632
Tax Id: 976-83-6078
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Round Rug Carpet For Living
Room Decor Faux Fur Rugs Kids
Room Long Plush Rugs
1.
1,00
each
 9,87
 9,87
 10%
 10,86
 
Yilong 5.5'x8' Handwoven Silk
Area Rugs Red Living Room
Classic Carpets 1696
2.
1,00
each
3 300,00
3 300,00
10%
 3 630,00
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 3 309,87
 330,99
 3 640,86
 
 Total
 $ 3 309,87
 $ 330,99
 $ 3 640,86","38631441 02/08/2016 Seller:
Pacheco-Booker
62828 Pope Shore Suite 851
Port Tinatown, VA 96262
Tax Id: 936-88-2041
IBAN: GB91LPFH85182474328082
Client:
Brooks, Thomas and Ho
5542 Burton Walk
East Markchester, MA 32632
Tax Id: 976-83-6078
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Round Rug Carpet For Living
Room Decor Faux Fur Rugs Kids
Room Long Plush Rugs
1.
1,00
each
 9,87
 9,87
 10%
 10,86
 
Yilong 5.5'x8' Handwoven Silk
Area Rugs Red Living Room
Classic Carpets 1696
2.
1,00
each
3 300,00
3 300,00
10%
 3 630,00
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 3 309,87
 330,99
 3 640,86
 
 Total
 $ 3 309,87
 $ 330,99
 $ 3 640,86"
34977445,12/4/2011,"Seller:
Pace-Baker
15565 David Path
Codyburgh, MT 48638
Tax Id: 923-74-4920
IBAN: GB42YFFK02087870795108
Client:
Stanley, Cooper and Koch
0599 Laura Turnpike Apt. 679
Tabithaberg, FL 48252
Tax Id: 996-96-3571
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Bohemian Rag Rug- Woven
Chindi Dari Living Room Rug /
Hand-Woven Carpet Rug-Mats
1.
3,00
each
23,39
 70,17
 10%
 77,19
 
World Map Round Carpets Room
Printed Area Rug Blue Floor Mat
Bedroom Play Mat
2.
4,00
each
83,78
 335,12
 10%
 368,63
 
YILONG 4'x6' Golden Handmade
Area Carpet Tribal Hand
Knotted Silk Rugs 074B
3.
3,00
each
3 600,00
10 800,00
10%
 11 880,00
Black+White Rectangle Shape
Area Rug Carpet Floor Pad
Doormat Mats Non-slip Z4F9
4.
4,00
each
21,10
 84,40
 10%
 92,84
 
Floor Mat Kitchen Bedroom
Bathroom Non Slip Doormat
Carpet Area Rug 180x60cm
5.
5,00
each
31,58
 157,90
 10%
 173,69
 
Rug Beni Ourain, Moroccan
Handmade 100% Wool Area
Rug Berber Beni Ouarain Carpet
6.
5,00
each
450,00
 2 250,00
10%
 2 475,00
Colorful Marble Printed Living
Room and Bedroom Area Rugs
Carpet CNK2413
7.
2,00
each
12,49
 24,98
 10%
 27,48
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 13 722,57
 1 372,26
 15 094,83
 
 Total
 $ 13 722,57
 $ 1 372,26
 $ 15 094,83","34977445 12/04/2011 Seller:
Pace-Baker
15565 David Path
Codyburgh, MT 48638
Tax Id: 923-74-4920
IBAN: GB42YFFK02087870795108
Client:
Stanley, Cooper and Koch
0599 Laura Turnpike Apt. 679
Tabithaberg, FL 48252
Tax Id: 996-96-3571
ITEMS
No.
Description
Qty
UM
Net price
Net worth
VAT [%]
Gross
worth
 
Bohemian Rag Rug- Woven
Chindi Dari Living Room Rug /
Hand-Woven Carpet Rug-Mats
1.
3,00
each
23,39
 70,17
 10%
 77,19
 
World Map Round Carpets Room
Printed Area Rug Blue Floor Mat
Bedroom Play Mat
2.
4,00
each
83,78
 335,12
 10%
 368,63
 
YILONG 4'x6' Golden Handmade
Area Carpet Tribal Hand
Knotted Silk Rugs 074B
3.
3,00
each
3 600,00
10 800,00
10%
 11 880,00
Black+White Rectangle Shape
Area Rug Carpet Floor Pad
Doormat Mats Non-slip Z4F9
4.
4,00
each
21,10
 84,40
 10%
 92,84
 
Floor Mat Kitchen Bedroom
Bathroom Non Slip Doormat
Carpet Area Rug 180x60cm
5.
5,00
each
31,58
 157,90
 10%
 173,69
 
Rug Beni Ourain, Moroccan
Handmade 100% Wool Area
Rug Berber Beni Ouarain Carpet
6.
5,00
each
450,00
 2 250,00
10%
 2 475,00
Colorful Marble Printed Living
Room and Bedroom Area Rugs
Carpet CNK2413
7.
2,00
each
12,49
 24,98
 10%
 27,48
 
SUMMARY
VAT [%]
 Net worth
 VAT
 Gross worth
 
10%
 13 722,57
 1 372,26
 15 094,83
 
 Total
 $ 13 722,57
 $ 1 372,26
 $ 15 094,83"
